DateTime,Radiation,Temperature
5/16/2023 13:00,947.12,20.05
5/16/2023 14:00,415.63,18.61
5/16/2023 15:00,343.23,17.36
5/16/2023 16:00,210.90,16.90
5/16/2023 17:00,61.08,15.61
5/16/2023 18:00,1.37,13.94
5/16/2023 19:00,1.23,13.24
5/16/2023 20:00,1.22,12.78
5/16/2023 21:00,1.24,12.22
5/16/2023 22:00,1.23,11.76
5/16/2023 23:00,1.22,11.44
5/17/2023 0:00,1.22,10.63
5/17/2023 1:00,1.22,10.09
5/17/2023 2:00,1.21,9.12
5/17/2023 3:00,1.21,8.80
5/17/2023 4:00,1.19,8.66
5/17/2023 5:00,1.21,8.38
5/17/2023 6:00,9.97,9.03
5/17/2023 7:00,196.80,12.13
5/17/2023 8:00,525.50,16.25
5/17/2023 9:00,735.90,17.41
5/17/2023 10:00,887.59,17.78
5/17/2023 11:00,973.81,17.68
5/17/2023 12:00,986.09,17.69
5/17/2023 13:00,917.83,17.13
5/17/2023 14:00,785.55,17.73
5/17/2023 15:00,523.33,16.16
5/17/2023 16:00,348.84,15.37
5/17/2023 17:00,109.17,14.03
5/17/2023 18:00,1.52,12.41
5/17/2023 19:00,1.23,11.81
5/17/2023 20:00,1.24,11.76
5/17/2023 21:00,1.23,11.53
5/17/2023 22:00,1.23,11.30
5/17/2023 23:00,1.23,11.20
5/18/2023 0:00,1.22,10.97
5/18/2023 1:00,1.22,10.83
5/18/2023 2:00,1.22,10.37
5/18/2023 3:00,1.22,10.65
5/18/2023 4:00,1.24,10.97
5/18/2023 5:00,1.22,10.56
5/18/2023 6:00,11.90,10.42
5/18/2023 7:00,143.47,11.62
5/18/2023 8:00,394.02,13.01
5/18/2023 9:00,718.25,13.94
5/18/2023 10:00,813.85,14.86
5/18/2023 11:00,911.33,14.86
5/18/2023 12:00,924.38,15.19
5/18/2023 13:00,686.38,14.31
5/18/2023 14:00,324.79,13.10
5/18/2023 15:00,419.61,13.33
5/18/2023 16:00,306.70,14.26
5/18/2023 17:00,60.90,13.70
5/18/2023 18:00,1.69,11.67
5/18/2023 19:00,1.23,10.97
5/18/2023 20:00,1.23,10.65
5/18/2023 21:00,1.22,10.65
5/18/2023 22:00,1.21,10.37
5/18/2023 23:00,1.22,9.72
5/19/2023 0:00,1.22,9.72
5/19/2023 1:00,1.21,8.43
5/19/2023 2:00,1.22,7.96
5/19/2023 3:00,1.22,8.52
5/19/2023 4:00,1.21,8.33
5/19/2023 5:00,1.22,8.89
5/19/2023 6:00,12.81,9.44
5/19/2023 7:00,187.10,11.06
5/19/2023 8:00,411.48,13.19
5/19/2023 9:00,563.27,13.29
5/19/2023 10:00,696.63,14.54
5/19/2023 11:00,511.25,13.43
5/19/2023 12:00,841.40,13.89
5/19/2023 13:00,549.96,14.58
5/19/2023 14:00,394.49,13.80
5/19/2023 15:00,112.87,12.50
5/19/2023 16:00,67.47,12.08
5/19/2023 17:00,34.63,11.57
5/19/2023 18:00,1.40,11.11
5/19/2023 19:00,1.26,11.11
5/19/2023 20:00,1.25,11.02
5/19/2023 21:00,1.27,10.56
5/19/2023 22:00,1.26,10.56
5/19/2023 23:00,1.26,10.32
5/20/2023 0:00,1.26,10.00
5/20/2023 1:00,1.27,9.86
5/20/2023 2:00,1.28,9.26
5/20/2023 3:00,1.26,8.38
5/20/2023 4:00,1.24,8.52
5/20/2023 5:00,1.20,7.59
5/20/2023 6:00,9.41,6.67
5/20/2023 7:00,176.72,7.96
5/20/2023 8:00,506.38,10.88
5/20/2023 9:00,718.03,12.08
5/20/2023 10:00,872.57,12.69
5/20/2023 11:00,960.47,13.43
5/20/2023 12:00,969.67,13.56
5/20/2023 13:00,902.03,13.56
5/20/2023 14:00,769.77,13.33
5/20/2023 15:00,511.82,12.78
5/20/2023 16:00,343.12,11.94
5/20/2023 17:00,72.14,10.05
5/20/2023 18:00,1.47,7.96
5/20/2023 19:00,1.20,6.90
5/20/2023 20:00,1.21,7.08
5/20/2023 21:00,1.23,7.78
5/20/2023 22:00,1.21,7.36
5/20/2023 23:00,1.21,6.76
5/21/2023 0:00,1.20,7.22
5/21/2023 1:00,1.21,7.04
5/21/2023 2:00,1.22,8.06
5/21/2023 3:00,1.21,8.52
5/21/2023 4:00,1.20,7.64
5/21/2023 5:00,1.22,8.84
5/21/2023 6:00,7.67,8.94
5/21/2023 7:00,45.75,8.94
5/21/2023 8:00,135.14,8.84
5/21/2023 9:00,241.28,9.40
5/21/2023 10:00,290.80,8.52
5/21/2023 11:00,796.89,9.86
5/21/2023 12:00,899.19,10.97
5/21/2023 13:00,928.19,12.04
5/21/2023 14:00,499.55,11.25
5/21/2023 15:00,323.50,9.91
5/21/2023 16:00,366.67,10.46
5/21/2023 17:00,41.24,8.89
5/21/2023 18:00,1.43,7.87
5/21/2023 19:00,1.21,7.45
5/21/2023 20:00,1.21,7.27
5/21/2023 21:00,1.21,7.92
5/21/2023 22:00,1.22,8.66
5/21/2023 23:00,1.21,8.47
5/22/2023 0:00,1.21,8.79
5/22/2023 1:00,1.22,8.84
5/22/2023 2:00,1.22,8.89
5/22/2023 3:00,1.21,9.12
5/22/2023 4:00,1.23,9.44
5/22/2023 5:00,1.23,9.44
5/22/2023 6:00,12.23,8.89
5/22/2023 7:00,90.47,8.75
5/22/2023 8:00,286.10,8.89
5/22/2023 9:00,556.92,9.95
5/22/2023 10:00,862.24,12.04
5/22/2023 11:00,963.72,13.89
5/22/2023 12:00,977.80,13.66
5/22/2023 13:00,907.84,13.47
5/22/2023 14:00,778.43,12.73
5/22/2023 15:00,540.98,11.81
5/22/2023 16:00,305.59,10.83
5/22/2023 17:00,89.89,9.72
5/22/2023 18:00,1.27,8.33
5/22/2023 19:00,1.21,8.66
5/22/2023 20:00,1.21,8.89
5/22/2023 21:00,1.22,8.52
5/22/2023 22:00,1.20,8.15
5/22/2023 23:00,1.21,8.75
5/23/2023 0:00,1.21,8.54
5/23/2023 1:00,1.20,8.33
5/23/2023 2:00,1.22,8.33
5/23/2023 3:00,1.23,7.87
5/23/2023 4:00,1.21,8.24
5/23/2023 5:00,1.21,8.33
5/23/2023 6:00,9.44,7.92
5/23/2023 7:00,182.27,7.96
5/23/2023 8:00,401.56,8.94
5/23/2023 9:00,715.52,10.60
5/23/2023 10:00,866.41,12.08
5/23/2023 11:00,927.89,13.10
5/23/2023 12:00,962.38,13.80
5/23/2023 13:00,910.81,15.83
5/23/2023 14:00,769.65,14.63
5/23/2023 15:00,539.55,13.24
5/23/2023 16:00,281.69,13.10
5/23/2023 17:00,34.45,11.20
5/23/2023 18:00,1.30,10.14
5/23/2023 19:00,1.21,8.43
5/23/2023 20:00,1.22,8.80
5/23/2023 21:00,1.22,8.66
5/23/2023 22:00,1.20,8.15
5/23/2023 23:00,1.20,7.82
5/24/2023 0:00,1.21,7.78
5/24/2023 1:00,1.21,7.78
5/24/2023 2:00,1.22,8.01
5/24/2023 3:00,1.21,8.66
5/24/2023 4:00,1.21,8.56
5/24/2023 5:00,1.22,8.84
5/24/2023 6:00,14.28,8.94
5/24/2023 7:00,174.46,10.79
5/24/2023 8:00,482.60,14.72
5/24/2023 9:00,705.88,15.97
5/24/2023 10:00,852.49,15.97
5/24/2023 11:00,940.44,15.40
5/24/2023 12:00,939.99,14.63
5/24/2023 13:00,892.27,14.26
5/24/2023 14:00,757.02,13.70
5/24/2023 15:00,459.60,13.75
5/24/2023 16:00,189.30,12.41
5/24/2023 17:00,39.66,10.88
5/24/2023 18:00,1.40,10.23
5/24/2023 19:00,1.22,9.68
5/24/2023 20:00,1.21,9.03
5/24/2023 21:00,1.21,8.38
5/24/2023 22:00,1.20,8.06
5/24/2023 23:00,1.21,7.92
5/25/2023 0:00,1.21,7.73
5/25/2023 1:00,1.21,7.22
5/25/2023 2:00,1.21,7.96
5/25/2023 3:00,1.21,8.61
5/25/2023 4:00,1.22,8.66
5/25/2023 5:00,1.22,8.66
5/25/2023 6:00,13.59,9.03
5/25/2023 7:00,164.67,9.77
5/25/2023 8:00,484.48,14.35
5/25/2023 9:00,705.92,16.34
5/25/2023 10:00,865.04,17.92
5/25/2023 11:00,948.13,17.31
5/25/2023 12:00,955.80,17.78
5/25/2023 13:00,913.58,18.06
5/25/2023 14:00,648.92,17.69
5/25/2023 15:00,241.27,14.72
5/25/2023 16:00,301.98,14.95
5/25/2023 17:00,41.45,12.73
5/25/2023 18:00,1.67,11.76
5/25/2023 19:00,1.22,10.74
5/25/2023 20:00,1.22,10.00
5/25/2023 21:00,1.22,8.80
5/25/2023 22:00,1.22,8.66
5/25/2023 23:00,1.22,8.10
5/26/2023 0:00,1.20,8.13
5/26/2023 1:00,1.21,7.69
5/26/2023 2:00,1.21,7.13
5/26/2023 3:00,1.21,7.13
5/26/2023 4:00,1.22,6.90
5/26/2023 5:00,1.21,7.22
5/26/2023 6:00,9.15,7.96
5/26/2023 7:00,166.06,10.69
5/26/2023 8:00,507.03,16.11
5/26/2023 9:00,715.23,17.08
5/26/2023 10:00,866.35,17.41
5/26/2023 11:00,950.57,16.44
5/26/2023 12:00,963.14,15.88
5/26/2023 13:00,895.57,15.32
5/26/2023 14:00,759.11,14.81
5/26/2023 15:00,564.48,14.68
5/26/2023 16:00,320.07,13.66
5/26/2023 17:00,52.55,11.67
5/26/2023 18:00,1.25,9.44
5/26/2023 19:00,1.22,8.89
5/26/2023 20:00,1.23,9.54
5/26/2023 21:00,1.22,8.66
5/26/2023 22:00,1.21,8.80
5/26/2023 23:00,1.21,8.52
5/27/2023 0:00,1.21,7.63
5/27/2023 1:00,1.21,6.99
5/27/2023 2:00,1.21,7.31
5/27/2023 3:00,1.20,7.78
5/27/2023 4:00,1.21,7.45
5/27/2023 5:00,1.21,7.31
5/27/2023 6:00,15.45,6.81
5/27/2023 7:00,164.18,8.80
5/27/2023 8:00,485.90,14.17
5/27/2023 9:00,695.83,16.62
5/27/2023 10:00,853.76,15.69
5/27/2023 11:00,919.50,17.36
5/27/2023 12:00,905.97,17.36
5/27/2023 13:00,824.66,16.34
5/27/2023 14:00,716.07,14.58
5/27/2023 15:00,429.48,12.55
5/27/2023 16:00,251.56,11.71
5/27/2023 17:00,57.75,10.28
5/27/2023 18:00,1.24,9.17
5/27/2023 19:00,1.21,9.03
5/27/2023 20:00,1.21,7.59
5/27/2023 21:00,1.20,7.73
5/27/2023 22:00,1.21,7.50
5/27/2023 23:00,1.21,7.73
5/28/2023 0:00,1.22,7.69
5/28/2023 1:00,1.21,8.33
5/28/2023 2:00,1.22,8.33
5/28/2023 3:00,1.21,8.33
5/28/2023 4:00,1.21,8.33
5/28/2023 5:00,1.21,7.82
5/28/2023 6:00,11.31,7.78
5/28/2023 7:00,111.65,8.47
5/28/2023 8:00,288.70,9.81
5/28/2023 9:00,398.67,9.72
5/28/2023 10:00,504.18,10.05
5/28/2023 11:00,499.06,10.28
5/28/2023 12:00,600.27,9.91
5/28/2023 13:00,713.52,10.19
5/28/2023 14:00,492.57,10.28
5/28/2023 15:00,268.13,9.17
5/28/2023 16:00,207.01,9.07
5/28/2023 17:00,41.66,8.06
5/28/2023 18:00,1.33,7.36
5/28/2023 19:00,1.20,6.53
5/28/2023 20:00,1.20,6.20
5/28/2023 21:00,1.20,5.88
5/28/2023 22:00,1.20,5.93
5/28/2023 23:00,1.20,6.62
5/29/2023 0:00,1.20,6.71
5/29/2023 1:00,1.20,6.48
5/29/2023 2:00,1.21,6.11
5/29/2023 3:00,1.20,6.76
5/29/2023 4:00,1.21,7.31
5/29/2023 5:00,1.21,8.15
5/29/2023 6:00,16.36,8.33
5/29/2023 7:00,81.82,8.84
5/29/2023 8:00,197.56,9.44
5/29/2023 9:00,402.57,9.91
5/29/2023 10:00,425.83,10.69
5/29/2023 11:00,531.22,10.74
5/29/2023 12:00,375.52,10.46
5/29/2023 13:00,388.64,10.42
5/29/2023 14:00,412.07,10.60
5/29/2023 15:00,251.47,10.19
5/29/2023 16:00,110.71,9.44
5/29/2023 17:00,43.57,8.89
5/29/2023 18:00,1.22,8.94
5/29/2023 19:00,1.22,8.89
5/29/2023 20:00,1.22,8.89
5/29/2023 21:00,1.22,8.52
5/29/2023 22:00,1.22,8.61
5/29/2023 23:00,1.21,8.61
5/30/2023 0:00,1.22,8.03
5/30/2023 1:00,1.22,8.43
5/30/2023 2:00,1.22,8.89
5/30/2023 3:00,1.22,8.89
5/30/2023 4:00,1.22,8.89
5/30/2023 5:00,1.22,8.70
5/30/2023 6:00,6.49,8.89
5/30/2023 7:00,69.06,8.84
5/30/2023 8:00,150.67,9.35
5/30/2023 9:00,286.19,9.77
5/30/2023 10:00,492.43,9.49
5/30/2023 11:00,689.83,10.88
5/30/2023 12:00,773.28,11.90
5/30/2023 13:00,438.25,12.13
5/30/2023 14:00,320.53,10.79
5/30/2023 15:00,231.88,10.51
5/30/2023 16:00,119.40,9.49
5/30/2023 17:00,16.18,8.89
5/30/2023 18:00,1.23,8.89
5/30/2023 19:00,1.22,8.70
5/30/2023 20:00,1.22,7.13
5/30/2023 21:00,1.21,6.85
5/30/2023 22:00,1.21,7.87
5/30/2023 23:00,1.22,8.15
5/31/2023 0:00,1.22,7.78
5/31/2023 1:00,1.23,8.33
5/31/2023 2:00,1.22,8.19
5/31/2023 3:00,1.24,8.19
5/31/2023 4:00,1.22,8.06
5/31/2023 5:00,1.22,8.01
5/31/2023 6:00,14.39,9.12
5/31/2023 7:00,107.58,9.72
5/31/2023 8:00,298.17,10.23
5/31/2023 9:00,635.30,11.71
5/31/2023 10:00,751.20,12.13
5/31/2023 11:00,701.70,11.90
5/31/2023 12:00,449.98,11.39
5/31/2023 13:00,587.73,11.57
5/31/2023 14:00,439.77,11.20
5/31/2023 15:00,484.58,11.85
5/31/2023 16:00,154.90,9.58
5/31/2023 17:00,23.61,8.33
5/31/2023 18:00,1.27,8.15
5/31/2023 19:00,1.23,7.87
5/31/2023 20:00,1.27,8.15
5/31/2023 21:00,1.27,7.41
5/31/2023 22:00,1.23,7.45
5/31/2023 23:00,1.26,8.24
